title,author,published_date,published_date_precision,link,clean_url,excerpt,summary,rights,rank,topic,country,language,authors,media,is_opinion,twitter_account,_score,_id
"Stocks in news: Tata Power, Adani Wilmar, Marico, JSW Steel and more",Aseem Thliyal,2023-07-06 04:49:25,full,https://www.businesstoday.in/markets/stocks/story/stocks-in-news-tata-power-adani-wilmar-marico-jsw-steel-and-more-388416-2023-07-06,businesstoday.in,"Stocks to watch out for today: Adani Wilmar, Marico, JSW Steel, Ujjivan SFB, Tata Power, KEC International, Prestige Estates and more","Benchmark indices rose in early deals today. Sensex gained 78 pts to 65,524 and Nifty added 22 pts to 19,421.
 
Here's a look at stocks that are likely to remain in news today.
 
Adani Wilmar
 
Adani Wilmar has clocked strong double-digit volume growth at 25% for the June 2023 quarter. However, sales fell 15%, mainly due to sharp drop in edible oil prices.
 
Biocon
 
Biocon Biologics, a subsidiary of Biocon, has announced that the company has completed the integration of the acquired biosimilars business in over 70 countries in emerging markets.",businesstoday.in,5004,finance,IN,en,Aseem Thapliyal,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202307/48239914232_ca316257fd_o_660_092019011100_041220092608-sixteen_nine.jpg,False,@business_today,8.149227,29ec11318b8bdb8163a93eb35b054eda
"Nifty to lose momentum or cross 19,450? See GIFT Nifty, FII data, US shares, crude, more before market opens",Zoya Springwala,2023-07-06 02:12:05,full,https://www.financialexpress.com/market/nifty-to-lose-momentum-or-cross-19450-see-gift-nifty-fii-data-us-shares-crude-more-before-market-opens/3157956/,financialexpress.com,The GIFT Nifty indicated a lower opening for domestic benchmarks BSE Sensex and the broader NSE Nifty 50. Here's a look at the key things to know ahead of the opening bell.,"The GIFT Nifty recorded a 0.22% loss during Thursday's early trading session, with a value of 19,470 indicating a negative opening for domestic indices NSE Nifty 50 and BSE Sensex. On Wednesday, benchmark Indian equity indices Nifty and Sensex ended mixed but flat amid volatility. Nifty 50 hit a fresh all-time high above 19,400 but pared its gains to settle 0.05% higher, while Sensex ended lower by 0.05% at 65,446.04. 
 
'Global worries along with moderation in Service PMI data briefly impacted the domestic market's rally.",financialexpress.com,2106,news,IN,en,Zoya Springwala,https://www.financialexpress.com/wp-content/uploads/2023/07/Markets-1-1.webp,False,Financialexpress,7.6826,d78da85a2dac2035162eacef7b093b1d
"Stocks To Watch On 6 July: Adani Wilmar, Indian Oil, Tata Power, Others In News",Outlook Business Desk,2023-07-06 06:45:00,timezone unknown,https://www.outlookindia.com/business/stocks-to-watch-on-6-july-adani-wilmar-indian-oil-tata-power-others-in-news-news-300605,outlookindia.com,"The BSE Sensex fell 33.01 points or 0.05 per cent to settle at 65,446.04 on Wednesday. The 32-share indice remained in the negative for most part of the trade and fell 222.56 points or 0.33 per cent to 65,256.49 in intra-day","Top stocks to watch out for today: Indian equity benchmark indices ended almost flat on a downward note on Wednesday with Sensex falling 33 points and Nifty rising 9 points after a record-breaking surge in the last few trading sessions. Weak global market trends and sharp plunge in HDFC twins also contributed to the market performance.

The BSE Sensex fell 33.01 points or 0.05 per cent to settle at 65,446.04. The 32-share indice remained in the negative for most part of the trade and fell 222.56 points or 0.",outlookindia.com,3864,business,IN,en,Outlook Business Desk,https://imgnew.outlookindia.com/uploadimage/library/16_9/16_9_5/IMAGE_1655295855.jpg?utm_source=fb,False,@outlookindia,7.678156,c0f0dfb2a755b50fbb91f6be7abe6bf6
"Nifty Remains Strong, Touches New High; M&M, Reliance and Tata Motors Shine",,2023-07-06 10:04:39,full,https://topnews.in/nifty-remains-strong-touches-new-high-mm-reliance-and-tata-motors-shine-2413932,topnews.in,"Indian markets continued with the bullish trend with NSE Nifty scaling fresh all-time high. NSE Nifty was above 19,500 towards the end of the trading session and the mood is definitely bullish in…","Indian markets continued with the bullish trend with NSE Nifty scaling fresh all-time high. NSE Nifty was above 19,500 towards the end of the trading session and the mood is definitely bullish in Indian markets. European stocks opened negative on Thursday and US Futures were trading weak by a half percentage point.


Today's rally was supported by Reliance Industries, Mahindra & Mahindra, Tata Motors, BPCL, NTPC, Axis Bank, Cipla and Dr. Reddy's Labs. Among major gainers on NSE were Britannia, ONGC, PowerGrid and Apollo Hospitals.",topnews.in,30069,news,IN,en,,https://topnews.in/sites/all/themes/astarta/favicon.ico,False,,7.61577,74f00afd33b56e9e4fa8db6b8a37d657
RIL Q1 profit may drop in double digits. What analysts say on most-valued stock,Amit Mudgill,2023-07-06 03:59:00,full,https://www.businesstoday.in/markets/company-stock/story/ril-q1-profit-may-drop-in-double-digits-what-analysts-say-on-most-valued-stock-388402-2023-07-06,businesstoday.in,"RIL's consolidated profit may drop 14 per cent year-on-year (YoY) to Rs 15,417.70 crore for the June quarter compared with Rs 17,955 crore in the corresponding quarter last year, said Kotak…","Reliance Industries Ltd
 (RIL) could report a double-digit drop in net profit for the June quarter, analysts said, even as they kept faith in fact on the most valued stock on the Dalal Street.
 
Kotak Institutional Equities expects consolidated profit for the oil-to-telecom major to drop 14 per cent year-on-year (YoY) to Rs 15,417.70 crore for the June quarter compared with Rs 17,955 crore in the corresponding quarter last year. Consolidated sales for RIL is seen falling 4 per cent to Rs 2,09,771 crore compared with Rs 2,19,304 crore YoY.",businesstoday.in,5004,news,IN,en,Amit Mudgill,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202307/max-healthcare-q2-net-profit-jumps-three-times-to-rs457-crore-sixteen_nine.jpg,False,@business_today,7.561234,05209f00b745cbb0c892e8356051f16c
"Eicher Motors extends fall, hits over 2-month low; down 11% in 3 days",Business Standard,2023-07-06 05:06:07,full,https://www.business-standard.com/markets/news/eicher-motors-extends-fall-hits-over-2-month-low-down-11-in-3-days-123070600198_1.html,business-standard.com,Bajaj Auto and British motorcycle brand Triumph on Wednesday launched co-developed Triumph Speed 400 and Scrambler 400 X motorcycles in India.,"Royal Enfield Interceptor 650 and Continental GT 650
SI Reporter
 Mumbai 
Shares of Eicher Motors hit an over two-month low of Rs 3,215.45, down 3 per cent on the BSE in Thursday's intra-day trade. In past three trading days, the stock of the listed parent company of Royal Enfield, global leader in the middleweight motorcycles segment (250cc - 750cc), has slipped 11 per cent after Bajaj Auto and British motorcycle brand Triumph on Wednesday launched co-developed Triumph Speed 400 and Scrambler 400 X motorcycles in India.",Copyright www.business-standard.com,1298,news,IN,en,"Business Standard,ter",https://bsmedia.business-standard.com/_media/bs/img/article/2018-11/15/full/1542262655-3522.jpg,False,@bsindia,7.43717,605d81e5185f926ce05ccd53d7588863
MBBS student from Ahmedabad found hanging in Bhuj medical college hostel,TNN,2023-07-06 03:02:00,full,https://timesofindia.indiatimes.com/city/rajkot/mbbs-student-from-ahmedabad-found-hanging-in-bhuj-medical-college-hostel/articleshow/101530230.cms,indiatimes.com,Rajkot: A female student of second-year MBBS in the Gujarat Adani Institute of Medical Sciences (GAIMS) in Bhuj died allegedly by suicide in the girls.,"News
City News
rajkot News
MBBS student from Ahmedabad found hanging in Bhuj medical college hostel
Trending
Jodhpur Ahmedabad Vande Bharat Express
Mumbai Rains
Maharashtra Political Crisis
Kerala Rains
Manipur Violence
Delhi Court Firing
Jodhpur Ahmedabad Vande Bharat Express
Mumbai Rains
Maharashtra Political Crisis
Kerala Rains
Manipur Violence
Delhi Court Firing
Jodhpur Ahmedabad Vande Bharat Express
Mumbai Rains
Maharashtra Political Crisis
Kerala Rains
Manipur Violence
Delhi Court Firing
Sh",indiatimes.com,296,news,IN,en,TNN,"https://static.toiimg.com/thumb/msid-47529300,width-1070,height-580,imgsize-110164,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",False,@timesofindia,7.3143682,36abb37ae99fbd1d6b75504c919a086f
"Retail, HNI share now 69% of NSE's cash turnover",Ashley Coutinho,2023-07-06 21:00:00,full,https://www.financialexpress.com/market/retail-hni-share-now-69-of-nses-cash-turnover/3159739/,financialexpress.com,The turnover velocity at Indian exchanges is low at about 50% versus other markets such as China (395%) and US (148%). Turnover velocity is the ratio between the cash market turnover of domestic…,"The National Exchange of India (NSE) is poised to capitalise on the increase in capital market penetration in the country, aided by financialisation of savings and higher retail participation, according to a report.
 
Retail and HNI participation is now 69% of NSE's cash market turnover as compared to 58% in FY16. NSE's active client base registered a multifold jump over the last decade, growing at 26% CAGR to 33 million. During the same period, PAT has grown at 27% CAGR to Rs 7,500 crore, according to brokerage JM Financial.",financialexpress.com,2106,news,IN,en,Ashley Coutinho,https://www.financialexpress.com/wp-content/uploads/2023/06/Untitled-design-9-5.jpg,False,@FinancialXpress,7.309736,008b0526e2ae4dded4787f8ad0fd5fb9
"Rally may sustain a bit but upside limited: Rahul Arora, CEO, Nirmal Bang Equities",Meghna Sinha,2023-07-06 20:30:00,full,https://www.financialexpress.com/market/rally-may-sustain-a-bit-but-upside-limited-rahul-arora-ceo-nirmal-bang-equities/3159718/,financialexpress.com,"Q&A | Rahul Arora, CEO, Nirmal Bang Equities","Macros in India look good enough to take a relative call on flows, but not to justify Nifty at these levels, says
 
Rahul Arora
, CEO of Nirmal Bang Equities. Arora tells 
Meghna Sinha
 
that the index valuation is at premium and the current rally is more of a technical breakout.
 
As the markets are reaching fresh highs, how does the overall valuation of the index look like?
 
The risk-reward ratio is not in the favour of investors at this price. Valuations are at a premium to our long-term averages.",financialexpress.com,2106,news,IN,en,Meghna Sinha,https://www.financialexpress.com/wp-content/uploads/2023/07/07Rahul_Arora_CUTOUT-4col.jpeg,False,Financialexpress,7.2239857,e5511da81c98e16c75e37b0d037fbe7f
"Asian stocks slide, US yields climb amid hawkish Fed, China tensions",Reuters,2023-07-06 05:00:00,timezone unknown,https://www.financialexpress.com/market/asian-stocks-slide-us-yields-climb-amid-hawkish-fed-china-tensions/3158082/,financialexpress.com,"U.S. 10-year Treasury yields climbed to a fresh four-month high in Tokyo trading, and the dollar extended its rise against major peers.","Asia-Pacific stock markets fell on Thursday, extending a decline in global equities, after the 
U.S. Federal Reserve
 confirmed its hawkish stance, while an escalating trade battle between China and the United States also dampened sentiment. U.S. 10-year Treasury yields climbed to a fresh four-month high in Tokyo trading, and the dollar extended its rise against major peers. 
 
Japan's 
Nikkei 
share average slumped more than 1%, continuing its retreat from 33-year highs. Hong Kong's Hang Seng fell 0.",financialexpress.com,2106,news,IN,en,Reuters,https://www.financialexpress.com/wp-content/uploads/2023/07/asian-shares-1.jpg,False,Financialexpress,7.1149764,bd6ddc925066b187f0964e6e3be568a9
Threads trending on Twitter! Users share rib-tickling memes after Meta launches Twitter rival,Mehak Agarwal,2023-07-06 07:03:42,full,https://www.businesstoday.in/technology/news/story/threads-trending-on-twitter-users-share-rib-tickling-memes-after-meta-launches-twitter-rival-388448-2023-07-06,businesstoday.in,"From ‘SueDhaaga' to scenes from Leonardo DiCaprio's Once Upon a Time in Hollywood and a scene featuring Govinda and the late Kader Khan, here are some reactions by Twitter users","Twitter users had a field day with memes after Meta officially launched its rival Threads in India on Thursday. Social media users shared hilarious memes and funny clips celebrating or dissing the new Twitter alternative. They also mocked how everyone is joining Threads and ditching Twitter. Twitter users shared scenes from Leonardo DiCaprio's The Wolf of Wall Street and a scene featuring Govinda Kader Khan.  
 
Here are some other reactions by Twitter users on Threads launch in India  
 




Elon musk seeing everyone ditch threads for twitter on it's launch day 
pic.",businesstoday.in,5004,business,IN,en,Mehak Agarwal,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202307/ezgif-sixteen_nine_106.jpg,False,@business_today,7.0663824,988ce08fb9c24e0b6d8301abcc4ba5f3
"Recent Twitter modifications pose problems for users, say analysts",Business Standard,2023-07-06 15:13:39,full,https://www.business-standard.com/companies/news/recent-twitter-modifications-pose-problems-for-users-say-analysts-123070600774_1.html,business-standard.com,"Some users on microblogging site Twitter are shifting to third-party apps since the company has made verification necessary within 30 days for accessing TweetDeck, a move which industry watchers…","Some users on microblogging site Twitter are shifting to third-party apps since the company has made verification necessary within 30 days for accessing TweetDeck, a move which industry watchers believe could give an edge to rival platforms.
 
 Since the removal of Teams feature from the Elon Musk-led app, reported outages and a number of changes announced, users have been taking to the platform to report issues of increased advertisements and appearances of blocked and muted accounts on their Twitter feed.",Copyright www.business-standard.com,1298,news,IN,en,"Business Standard,Press Trust",https://bsmedia.business-standard.com/_media/bs/img/article/2023-04/20/full/1681974020-2267.jpg,False,@bsindia,6.8550944,d04147a511a61962fc2ff632168ea614
